Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,288981,27041,117483,19940,63899,4718,99739,29859,36029,39027,9620,15855,46632,11518,288981,27041,117483,19940,63899,4718,99739,29859,36029,39027,9620,15855,46632,11518,9.4,40.7,6.9,22.1,1.6,34.5,10.3,12.5,13.5,3.3,5.5,16.1,4.0,225,20.0,26.0,9.0,11.0,10.0,60.0,15.0,14.0,76.0,20.0,25.0,32.2,42.5,41.7,61.2,19.7,34.2,26.4,44.7,8.89,1352.05,11.56,4518.58,26.67,1662.32,6.67,1990.6,6.22,2573.5,4.0,2215.56,4.89,5809.0,4.44,471.8,33.78,513.51,8.89,481.0,Gold
2006-06-20,288148,29230,112900,23091,61692,6492,91198,30082,37444,40666,11561,15456,44571,12521,288148,29230,112900,23091,61692,6492,91198,30082,37444,40666,11561,15456,44571,12521,10.1,39.2,8.0,21.4,2.3,31.6,10.4,13.0,14.1,4.0,5.4,15.5,4.3,218,21.0,23.0,9.0,11.0,8.0,50.0,16.0,13.0,77.0,24.0,29.0,33.6,42.0,43.0,61.1,21.0,33.6,27.4,44.2,9.63,1391.9,10.55,4908.7,22.94,1823.96,7.34,1880.12,5.96,2880.31,4.13,2565.67,5.05,5608.36,3.67,811.5,35.32,528.13,11.01,481.71,Gold
2006-06-27,292789,30747,110141,23112,59959,7236,88635,31420,39027,39675,11266,16530,47827,17210,292789,30747,110141,23112,59959,7236,88635,31420,39027,39675,11266,16530,47827,17210,10.5,37.6,7.9,20.5,2.5,30.3,10.7,13.3,13.6,3.8,5.6,16.3,5.9,211,21.0,23.0,8.0,11.0,10.0,45.0,20.0,13.0,75.0,21.0,29.0,33.3,41.9,42.9,59.9,20.7,32.2,27.0,42.1,9.95,1464.14,10.9,4788.74,21.33,1969.67,9.48,1571.0,6.16,3002.08,3.79,2889.0,5.21,5450.82,4.74,723.6,35.55,529.0,9.95,536.48,Gold
2006-07-03,292500,29615,108909,23735,66608,6752,90104,30778,39901,41082,8488,16457,44854,14607,292500,29615,108909,23735,66608,6752,90104,30778,39901,41082,8488,16457,44854,14607,10.1,37.2,8.1,22.8,2.3,30.8,10.5,13.6,14.0,2.9,5.6,15.3,5.0,214,19.0,21.0,8.0,11.0,9.0,47.0,20.0,10.0,78.0,20.0,32.0,34.1,42.5,43.5,60.5,21.1,32.3,27.6,43.1,8.88,1558.68,9.81,5186.14,21.96,1917.11,9.35,1538.9,4.67,3990.1,3.74,2966.88,5.14,6055.27,4.21,750.22,36.45,526.69,9.35,424.4,Gold
2006-07-11,312684,34094,114612,23173,74702,7141,101019,29135,43286,41175,11130,17918,44878,14760,312684,34094,114612,23173,74702,7141,101019,29135,43286,41175,11130,17918,44878,14760,10.9,36.7,7.4,23.9,2.3,32.3,9.3,13.8,13.2,3.6,5.7,14.4,4.7,227,22.0,25.0,9.0,12.0,8.0,54.0,17.0,9.0,72.0,28.0,33.0,33.8,42.7,42.8,60.1,20.1,31.1,26.5,41.8,9.69,1549.73,11.01,4584.48,23.79,1870.72,7.49,1713.82,3.96,4809.56,3.96,2574.78,5.29,6225.17,3.52,892.62,31.72,571.88,12.33,397.5,Gold
2006-07-18,324276,30100,115518,24180,78853,9689,105068,25797,48551,38134,10031,18797,49757,17040,324276,30100,115518,24180,78853,9689,105068,25797,48551,38134,10031,18797,49757,17040,9.3,35.6,7.5,24.3,3.0,32.4,8.0,15.0,11.8,3.1,5.8,15.3,5.3,227,24.0,25.0,8.0,13.0,9.0,52.0,21.0,16.0,75.0,24.0,35.0,33.6,42.5,42.8,60.5,19.5,30.9,25.6,42.2,10.57,1254.17,11.01,4620.72,22.91,2020.54,9.25,1228.43,7.05,3034.44,3.52,3022.5,5.73,6065.62,3.96,1076.56,33.04,508.45,10.57,417.96,Gold
2006-07-25,315635,34473,118546,25497,80913,5491,96891,23984,50371,35377,6729,19696,47839,9905,315635,34473,118546,25497,80913,5491,96891,23984,50371,35377,6729,19696,47839,9905,10.9,37.6,8.1,25.6,1.7,30.7,7.6,16.0,11.2,2.1,6.2,15.2,3.1,225,25.0,24.0,9.0,13.0,9.0,53.0,17.0,16.0,73.0,26.0,33.0,35.5,44.5,43.7,63.3,19.3,31.5,25.1,44.4,11.11,1378.92,10.67,4939.42,23.56,1828.13,7.56,1410.82,7.11,3148.19,4.0,2833.0,5.78,6224.08,4.0,610.11,32.44,484.62,11.56,258.81,Gold
2006-08-01,304907,29814,123870,25970,70347,4082,95785,25176,46373,36996,4844,16251,49636,13964,304907,29814,123870,25970,70347,4082,95785,25176,46373,36996,4844,16251,49636,13964,9.8,40.6,8.5,23.1,1.3,31.4,8.3,15.2,12.1,1.6,5.3,16.3,4.6,208,16.0,22.0,9.0,12.0,9.0,56.0,16.0,11.0,69.0,19.0,28.0,36.4,45.2,44.7,64.5,19.3,32.6,25.0,44.7,7.69,1863.38,10.58,5630.45,26.92,1710.45,7.69,1573.5,5.29,4215.73,4.33,2885.56,5.77,5862.25,4.33,453.56,33.17,536.17,9.13,254.95,Gold
2006-08-08,309097,30425,129179,25992,69163,3841,100994,26676,47031,37977,6197,15622,47215,11388,309097,30425,129179,25992,69163,3841,100994,26676,47031,37977,6197,15622,47215,11388,9.8,41.8,8.4,22.4,1.2,32.7,8.6,15.2,12.3,2.0,5.1,15.3,3.7,216,18.0,23.0,9.0,12.0,9.0,59.0,15.0,11.0,69.0,23.0,28.0,36.0,45.9,44.1,64.5,19.0,32.8,25.3,45.0,8.33,1690.28,10.65,5616.48,27.31,1711.76,6.94,1778.4,5.09,4275.55,4.17,2888.0,5.56,5763.58,4.17,426.78,31.94,550.39,10.65,269.43,Gold
2006-08-15,313327,31132,126778,25404,64887,4866,94115,26225,49414,37904,5250,15879,54613,20028,313327,31132,126778,25404,64887,4866,94115,26225,49414,37904,5250,15879,54613,20028,9.9,40.5,8.1,20.7,1.6,30.0,8.4,15.8,12.1,1.7,5.1,17.4,6.4,219,19.0,23.0,9.0,10.0,11.0,60.0,16.0,13.0,75.0,18.0,29.0,35.9,46.2,43.7,64.0,18.1,31.5,23.5,43.5,8.68,1638.53,10.5,5512.09,27.4,1568.58,7.31,1639.06,5.94,3801.08,4.11,2822.67,4.57,6488.7,5.02,442.36,34.25,505.39,8.22,291.67,Gold
2006-08-22,306171,32180,125829,26789,61213,5540,87386,27081,50262,41511,5868,15936,46567,14442,306171,32180,125829,26789,61213,5540,87386,27081,50262,41511,5868,15936,46567,14442,10.5,41.1,8.7,20.0,1.8,28.5,8.8,16.4,13.6,1.9,5.2,15.2,4.7,226,19.0,22.0,11.0,10.0,10.0,59.0,14.0,12.0,78.0,23.0,28.0,37.5,48.0,45.6,65.9,18.4,31.6,23.8,44.2,8.41,1693.68,9.73,5719.5,26.11,1481.12,6.19,1934.36,5.31,4188.5,4.87,2435.36,4.42,6121.3,4.42,554.0,34.51,532.19,10.18,255.13,Gold
2006-08-29,307583,33212,123138,32065,59384,5527,80809,31280,50635,43612,5425,16524,45199,15670,307583,33212,123138,32065,59384,5527,80809,31280,50635,43612,5425,16524,45199,15670,10.8,40.0,10.4,19.3,1.8,26.3,10.2,16.5,14.2,1.8,5.4,14.7,5.1,219,20.0,23.0,10.0,9.0,9.0,53.0,19.0,11.0,76.0,21.0,28.0,38.1,47.5,46.2,65.1,19.1,30.4,24.4,43.3,9.13,1660.6,10.5,5353.83,24.2,1524.7,8.68,1646.32,5.02,4603.18,4.57,3206.5,4.11,6598.22,4.11,614.11,34.7,573.84,9.59,258.33,Gold
2006-09-05,319998,32468,127680,28723,64776,5540,87652,29430,50354,46339,6227,17067,51855,18924,319998,32468,127680,28723,64776,5540,87652,29430,50354,46339,6227,17067,51855,18924,10.1,39.9,9.0,20.2,1.7,27.4,9.2,15.7,14.5,1.9,5.3,16.2,5.9,234,19.0,23.0,11.0,11.0,8.0,58.0,20.0,11.0,74.0,28.0,32.0,36.5,46.0,44.4,63.5,18.2,29.5,23.6,43.0,8.12,1708.84,9.83,5551.3,24.79,1511.24,8.55,1471.5,4.7,4577.64,4.7,2611.18,4.7,5888.73,3.42,692.5,31.62,626.2,11.97,222.39,Gold
2006-09-12,310510,35621,120300,34514,60530,6066,76571,30631,49833,44884,6602,18408,44613,18140,310510,35621,120300,34514,60530,6066,76571,30631,49833,44884,6602,18408,44613,18140,11.5,38.7,11.1,19.5,2.0,24.7,9.9,16.0,14.5,2.1,5.9,14.4,5.8,220,18.0,21.0,13.0,8.0,10.0,48.0,18.0,12.0,78.0,23.0,34.0,37.4,45.5,45.8,62.4,18.1,27.1,23.4,41.0,8.18,1978.94,9.55,5728.57,21.82,1595.23,8.18,1701.72,5.45,4152.75,5.91,2654.92,3.64,7566.25,4.55,606.6,35.45,575.44,10.45,287.04,Gold
2006-09-19,325852,41086,119904,37303,60410,7734,72225,30632,58553,43894,7619,21636,43421,19364,325852,41086,119904,37303,60410,7734,72225,30632,58553,43894,7619,21636,43421,19364,12.6,36.8,11.4,18.5,2.4,22.2,9.4,18.0,13.5,2.3,6.6,13.3,5.9,222,20.0,23.0,12.0,8.0,9.0,46.0,21.0,10.0,77.0,22.0,32.0,39.8,46.7,49.0,62.8,17.2,24.3,22.1,37.7,9.01,2054.3,10.36,5213.22,20.72,1570.11,9.46,1458.67,4.5,5855.3,5.41,3108.58,3.6,7551.25,4.05,859.33,34.68,570.05,9.91,346.32,Gold
2006-09-26,322937,42960,116405,38469,60389,7210,68325,33001,57822,39792,3872,22640,45719,21598,322937,42960,116405,38469,60389,7210,68325,33001,57822,39792,3872,22640,45719,21598,13.3,36.0,11.9,18.7,2.2,21.2,10.2,17.9,12.3,1.2,7.0,14.2,6.7,208,19.0,21.0,12.0,9.0,7.0,39.0,27.0,8.0,74.0,17.0,33.0,39.4,46.8,49.1,63.2,16.7,24.4,22.6,36.9,9.13,2261.05,10.1,5543.1,18.75,1751.92,12.98,1222.26,3.85,7227.75,5.77,3205.75,4.33,6709.89,3.37,1030.0,35.58,537.73,8.17,227.76,Gold
2006-10-03,330065,46766,116196,39045,61609,2910,66119,33666,60847,41451,4470,25521,47406,24846,330065,46766,116196,39045,61609,2910,66119,33666,60847,41451,4470,25521,47406,24846,14.2,35.2,11.8,18.7,0.9,20.0,10.2,18.4,12.6,1.4,7.7,14.4,7.5,207,18.0,19.0,12.0,9.0,7.0,37.0,24.0,8.0,73.0,18.0,28.0,40.6,47.6,50.1,63.7,15.5,23.3,21.4,35.3,8.7,2598.11,9.18,6115.58,17.87,1787.0,11.59,1402.75,3.86,7605.88,5.8,3253.75,4.35,6845.44,3.38,415.71,35.27,567.82,8.7,248.33,Gold
2006-10-10,334329,48112,114999,42818,58533,4231,62270,39206,64647,43941,4556,27807,40503,20350,334329,48112,114999,42818,58533,4231,62270,39206,64647,43941,4556,27807,40503,20350,14.4,34.4,12.8,17.5,1.3,18.6,11.7,19.3,13.1,1.4,8.3,12.1,6.1,208,18.0,19.0,13.0,9.0,8.0,35.0,28.0,8.0,71.0,22.0,27.0,40.0,47.7,50.1,64.1,14.6,22.9,21.0,33.6,8.65,2672.89,9.13,6052.58,16.83,1779.14,13.46,1400.21,3.85,8080.88,6.25,3293.69,4.33,6503.67,3.85,528.88,34.13,618.89,10.58,207.09,Gold
2006-10-17,329875,46758,112417,40741,58220,4929,64602,42773,64248,43391,3961,26216,38990,17111,329875,46758,112417,40741,58220,4929,64602,42773,64248,43391,3961,26216,38990,17111,14.2,34.1,12.4,17.6,1.5,19.6,13.0,19.5,13.2,1.2,7.9,11.8,5.2,211,19.0,19.0,13.0,9.0,9.0,40.0,29.0,8.0,70.0,21.0,32.0,38.9,47.7,49.2,64.1,13.8,23.1,20.3,33.5,9.0,2460.95,9.0,5916.68,18.96,1615.05,13.74,1474.93,3.79,8031.0,6.16,3133.92,4.27,6468.89,4.27,547.67,33.18,619.87,9.95,188.62,Gold
2006-10-24,331598,50694,112215,36478,55466,6469,54019,43840,62181,50080,4209,30813,40864,16405,331598,50694,112215,36478,55466,6469,54019,43840,62181,50080,4209,30813,40864,16405,15.3,33.8,11.0,16.7,2.0,16.3,13.2,18.8,15.1,1.3,9.3,12.3,4.9,215,19.0,19.0,11.0,9.0,8.0,37.0,25.0,8.0,81.0,20.0,32.0,38.2,47.9,48.0,64.0,12.5,22.7,18.4,32.7,8.84,2668.11,8.84,5906.05,17.21,1459.97,11.63,1753.6,3.72,7772.62,5.12,3316.18,4.19,6162.89,3.72,808.62,37.67,618.27,9.3,210.45,Gold
2006-10-31,323481,41086,109303,36081,59760,6930,59985,39093,54675,47487,3663,31115,46122,18942,323481,41086,109303,36081,59760,6930,59985,39093,54675,47487,3663,31115,46122,18942,12.7,33.8,11.2,18.5,2.1,18.5,12.1,16.9,14.7,1.1,9.6,14.3,5.9,214,21.0,20.0,11.0,9.0,9.0,41.0,23.0,8.0,81.0,17.0,33.0,34.7,45.6,44.8,62.7,12.5,25.3,18.7,36.2,9.81,1956.48,9.35,5465.15,19.16,1463.05,10.75,1699.7,3.74,6834.38,5.14,3280.09,4.21,6640.0,4.21,770.0,37.85,586.26,7.94,215.47,Gold
2006-11-07,335036,39160,121982,31956,63590,7788,76134,32604,53249,45272,7636,31968,49509,16219,335036,39160,121982,31956,63590,7788,76134,32604,53249,45272,7636,31968,49509,16219,11.7,36.4,9.5,19.0,2.3,22.7,9.7,15.9,13.5,2.3,9.5,14.8,4.8,219,18.0,23.0,12.0,10.0,9.0,47.0,19.0,11.0,74.0,22.0,36.0,33.1,45.0,43.7,63.2,13.0,25.8,19.4,38.6,8.22,2175.56,10.5,5303.57,21.46,1619.87,8.68,1716.0,5.02,4840.82,5.48,2663.0,4.57,6359.0,4.11,865.33,33.79,611.78,10.05,347.09,Gold
2006-11-14,356575,45125,133631,29696,64711,13087,79157,29403,56534,47750,8670,34192,51034,16347,356575,45125,133631,29696,64711,13087,79157,29403,56534,47750,8670,34192,51034,16347,12.7,37.5,8.3,18.1,3.7,22.2,8.2,15.9,13.4,2.4,9.6,14.3,4.6,220,19.0,22.0,12.0,10.0,10.0,51.0,15.0,12.0,76.0,26.0,36.0,31.4,43.3,41.1,61.6,12.1,25.2,17.8,37.6,8.64,2375.0,10.0,6074.14,23.18,1552.1,6.82,1960.2,5.45,4711.17,5.45,2474.67,4.55,6471.1,4.55,1308.7,34.55,628.29,11.82,333.46,Gold
2006-11-21,355430,40770,127929,31487,63304,14931,77773,29323,57911,45248,9405,35592,51718,17035,355430,40770,127929,31487,63304,14931,77773,29323,57911,45248,9405,35592,51718,17035,11.5,36.0,8.9,17.8,4.2,21.9,8.3,16.3,12.7,2.6,10.0,14.6,4.8,225,19.0,21.0,12.0,9.0,11.0,53.0,15.0,12.0,75.0,29.0,35.0,31.0,42.3,41.2,61.0,12.4,24.2,18.1,36.9,8.44,2145.79,9.33,6091.86,23.56,1467.42,6.67,1954.87,5.33,4825.92,5.33,2623.92,4.0,7033.78,4.89,1357.36,33.33,603.31,12.89,324.31,Gold
