Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,14355,891,7083,1658,3215,129,5375,1686,257,2435,529,531,3079,925,14355,891,7083,1658,3215,129,5375,1686,257,2435,529,531,3079,925,6.2,49.3,11.5,22.4,0.9,37.4,11.7,1.8,17.0,3.7,3.7,21.4,6.4,104,11.0,18.0,7.0,5.0,,19.0,4.0,,37.0,5.0,5.0,29.4,37.3,38.0,60.3,28.7,36.4,37.3,58.3,10.58,81.0,17.31,393.5,18.27,282.89,3.85,421.5,,,6.73,236.86,4.81,643.0,,,35.58,65.81,4.81,105.8,Palladium
2006-06-20,13681,955,7358,1810,2401,126,5138,1545,148,2232,463,537,2735,1103,13681,955,7358,1810,2401,126,5138,1545,148,2232,463,537,2735,1103,7.0,53.8,13.2,17.5,0.9,37.6,11.3,1.1,16.3,3.4,3.9,20.0,8.1,100,10.0,18.0,7.0,4.0,,18.0,5.0,,36.0,,6.0,30.5,39.1,40.8,60.0,30.5,39.0,40.8,58.1,10.0,95.5,18.0,408.78,18.0,285.44,5.0,309.0,,,7.0,258.57,4.0,600.25,,,36.0,62.0,,,Palladium
2006-06-27,13149,881,7110,1951,2292,111,5360,2000,5,2020,535,455,2366,641,13149,881,7110,1951,2292,111,5360,2000,5,2020,535,455,2366,641,6.7,54.1,14.8,17.4,0.8,40.8,15.2,0.0,15.4,4.1,3.5,18.0,4.9,95,8.0,18.0,6.0,4.0,,20.0,5.0,,29.0,4.0,6.0,31.3,41.1,43.8,62.0,31.3,41.1,43.8,61.9,8.42,110.12,18.95,395.0,21.05,268.0,5.26,400.0,,,6.32,325.17,4.21,573.0,,,30.53,69.66,4.21,133.75,Palladium
2006-07-03,13423,871,7109,1857,2335,109,5734,2040,0,1901,694,418,2533,718,13423,871,7109,1857,2335,109,5734,2040,0,1901,694,418,2533,718,6.5,53.0,13.8,17.4,0.8,42.7,15.2,0.0,14.2,5.2,3.1,18.9,5.3,101,7.0,19.0,7.0,5.0,,22.0,5.0,0.0,27.0,6.0,5.0,32.6,39.9,43.0,60.9,32.6,39.9,43.0,60.9,6.93,124.43,18.81,374.16,21.78,260.64,4.95,408.0,0.0,0.0,6.93,265.29,4.95,467.0,,,26.73,70.41,5.94,115.67,Palladium
2006-07-11,13895,848,7413,1833,2569,109,6219,2042,0,1950,703,424,2512,635,13895,848,7413,1833,2569,109,6219,2042,0,1950,703,424,2512,635,6.1,53.4,13.2,18.5,0.8,44.8,14.7,0.0,14.0,5.1,3.1,18.1,4.6,107,7.0,21.0,7.0,6.0,,24.0,5.0,0.0,28.0,6.0,6.0,33.6,39.0,43.4,59.7,33.6,39.0,43.4,59.7,6.54,121.14,19.63,353.0,22.43,259.12,4.67,408.4,0.0,0.0,6.54,261.86,5.61,428.17,,,26.17,69.64,5.61,117.17,Palladium
2006-07-18,14132,1034,7538,1545,2802,109,6617,2064,0,2054,633,326,2447,660,14132,1034,7538,1545,2802,109,6617,2064,0,2054,633,326,2447,660,7.3,53.3,10.9,19.8,0.8,46.8,14.6,0.0,14.5,4.5,2.3,17.3,4.7,107,8.0,20.0,6.0,6.0,,25.0,5.0,0.0,31.0,4.0,5.0,34.8,40.4,44.4,61.2,34.8,40.4,44.4,61.2,7.48,129.25,18.69,376.9,23.36,264.68,4.67,412.8,0.0,0.0,5.61,257.5,5.61,467.0,,,28.97,66.26,3.74,158.25,Palladium
2006-07-25,14535,1071,7504,1566,2858,109,6643,2064,293,2020,626,440,2393,641,14535,1071,7504,1566,2858,109,6643,2064,293,2020,626,440,2393,641,7.4,51.6,10.8,19.7,0.7,45.7,14.2,2.0,13.9,4.3,3.0,16.5,4.4,102,10.0,19.0,5.0,6.0,,23.0,5.0,,28.0,4.0,7.0,36.4,40.5,46.1,61.6,36.4,39.3,46.1,59.5,9.8,107.1,18.63,394.95,22.55,288.83,4.9,412.8,,,4.9,313.2,5.88,476.33,,,27.45,72.14,3.92,156.5,Palladium
2006-08-01,13587,934,7402,1805,2356,31,5876,2064,505,1976,594,285,2175,350,13587,934,7402,1805,2356,31,5876,2064,505,1976,594,285,2175,350,6.9,54.5,13.3,17.3,0.2,43.2,15.2,3.7,14.5,4.4,2.1,16.0,2.6,101,9.0,19.0,7.0,6.0,,24.0,5.0,,27.0,,4.0,35.2,42.0,45.9,64.4,34.4,39.2,44.2,60.8,8.91,103.78,18.81,389.58,23.76,244.83,4.95,412.8,,,6.93,257.86,5.94,392.67,,,26.73,73.19,,,Palladium
2006-08-08,12388,988,6716,1924,2350,31,4419,1587,493,1980,564,254,2299,393,12388,988,6716,1924,2350,31,4419,1587,493,1980,564,254,2299,393,8.0,54.2,15.5,19.0,0.3,35.7,12.8,4.0,16.0,4.6,2.1,18.6,3.2,105,9.0,19.0,7.0,6.0,,25.0,6.0,,28.0,5.0,4.0,25.8,42.7,37.8,63.4,25.0,38.7,36.2,59.5,8.57,109.78,18.1,353.47,23.81,176.76,5.71,264.5,,,6.67,274.86,5.71,391.67,,,26.67,70.71,4.76,112.8,Palladium
2006-08-15,12911,1077,7494,2020,2328,43,4497,1087,593,2038,598,334,2309,434,12911,1077,7494,2020,2328,43,4497,1087,593,2038,598,334,2309,434,8.3,58.0,15.6,18.0,0.3,34.8,8.4,4.6,15.8,4.6,2.6,17.9,3.4,106,11.0,19.0,7.0,6.0,,24.0,5.0,,30.0,4.0,5.0,26.3,43.4,38.7,65.8,25.2,38.9,36.4,61.3,10.38,97.91,17.92,394.42,22.64,187.38,4.72,217.4,,,6.6,288.57,5.66,388.0,,,28.3,67.93,3.77,149.5,Palladium
2006-08-22,13074,1021,7697,1798,2297,28,4706,881,923,1957,580,310,2331,358,13074,1021,7697,1798,2297,28,4706,881,923,1957,580,310,2331,358,7.8,58.9,13.8,17.6,0.2,36.0,6.7,7.1,15.0,4.4,2.4,17.8,2.7,106,12.0,20.0,6.0,5.0,,32.0,,,27.0,4.0,,29.6,45.5,39.2,68.6,25.6,38.4,34.1,61.5,11.32,85.08,18.87,384.85,30.19,147.06,,,,,5.66,299.67,4.72,459.4,,,25.47,72.48,3.77,145.0,Palladium
2006-08-29,14073,1900,8773,2295,2252,38,4583,881,1264,1760,512,142,2091,211,14073,1900,8773,2295,2252,38,4583,881,1264,1760,512,142,2091,211,13.5,62.3,16.3,16.0,0.3,32.6,6.3,9.0,12.5,3.6,1.0,14.9,1.5,104,13.0,20.0,8.0,4.0,,29.0,,,28.0,,4.0,32.8,47.9,43.6,70.6,26.8,36.1,34.7,57.9,12.5,146.15,19.23,438.65,27.88,158.03,,,,,7.69,286.88,3.85,563.0,,,26.92,62.86,,,Palladium
2006-09-05,11444,1045,7603,1741,1708,16,4851,1289,11,1604,616,38,2138,163,11444,1045,7603,1741,1708,16,4851,1289,11,1604,616,38,2138,163,9.1,66.4,15.2,14.9,0.1,42.4,11.3,0.1,14.0,5.4,0.3,18.7,1.4,101,13.0,20.0,7.0,4.0,,30.0,,,27.0,4.0,,30.1,46.1,39.0,68.0,30.1,45.6,39.0,67.6,12.87,80.38,19.8,380.15,29.7,161.7,,,,,6.93,248.71,3.96,427.0,,,26.73,59.41,3.96,154.0,Palladium
2006-09-12,11489,1027,7383,2574,1472,0,4327,1446,24,1552,801,18,1967,345,11489,1027,7383,2574,1472,0,4327,1446,24,1552,801,18,1967,345,8.9,64.3,22.4,12.8,0.0,37.7,12.6,0.2,13.5,7.0,0.2,17.1,3.0,97,9.0,19.0,8.0,5.0,0.0,26.0,,,25.0,4.0,,37.0,45.4,47.0,67.1,37.0,45.4,47.0,67.0,9.28,114.11,19.59,388.58,26.8,166.42,,,,,8.25,321.75,5.15,294.4,0.0,0.0,25.77,62.08,4.12,200.25,Palladium
2006-09-19,10823,1121,6672,2750,1343,0,3586,1520,0,1525,861,2,1839,425,10823,1121,6672,2750,1343,0,3586,1520,0,1525,861,2,1839,425,10.4,61.6,25.4,12.4,0.0,33.1,14.0,0.0,14.1,8.0,0.0,17.0,3.9,89,7.0,18.0,8.0,4.0,0.0,19.0,5.0,0.0,25.0,,,38.1,42.9,49.3,64.1,38.1,42.9,49.3,64.1,7.87,160.14,20.22,370.67,21.35,188.74,5.62,304.0,0.0,0.0,8.99,343.75,4.49,335.75,0.0,0.0,28.09,61.0,,,Palladium
2006-09-26,10884,1273,7053,2876,1399,0,3334,1098,100,1505,775,0,1796,459,10884,1273,7053,2876,1399,0,3334,1098,100,1505,775,0,1796,459,11.7,64.8,26.4,12.9,0.0,30.6,10.1,0.9,13.8,7.1,0.0,16.5,4.2,88,9.0,18.0,7.0,5.0,0.0,17.0,5.0,,25.0,,0.0,39.1,39.6,50.3,60.9,39.1,38.7,50.3,59.9,10.23,141.44,20.45,391.83,19.32,196.12,5.68,219.6,,,7.95,410.86,5.68,279.8,0.0,0.0,28.41,60.2,,,Palladium
2006-10-03,11344,1330,7117,2799,1305,0,3510,1133,0,1584,973,0,2121,816,11344,1330,7117,2799,1305,0,3510,1133,0,1584,973,0,2121,816,11.7,62.7,24.7,11.5,0.0,30.9,10.0,0.0,14.0,8.6,0.0,18.7,7.2,91,10.0,18.0,7.0,5.0,0.0,17.0,5.0,0.0,26.0,,0.0,38.4,37.5,47.9,59.8,38.4,37.5,47.9,59.8,10.99,133.0,19.78,395.39,18.68,206.47,5.49,226.6,0.0,0.0,7.69,399.86,5.49,261.0,0.0,0.0,28.57,60.92,,,Palladium
2006-10-10,11681,1266,6960,3088,1472,0,3607,1466,0,1580,902,0,2140,881,11681,1266,6960,3088,1472,0,3607,1466,0,1580,902,0,2140,881,10.8,59.6,26.4,12.6,0.0,30.9,12.6,0.0,13.5,7.7,0.0,18.3,7.5,94,10.0,18.0,8.0,5.0,0.0,17.0,7.0,0.0,26.0,,0.0,38.1,35.7,48.1,58.6,38.1,35.7,48.1,58.6,10.64,126.6,19.15,386.67,18.09,212.18,7.45,209.43,0.0,0.0,8.51,386.0,5.32,294.4,0.0,0.0,27.66,60.77,,,Palladium
2006-10-17,11498,1254,6926,3018,1497,0,3767,1337,0,1427,1067,120,1912,551,11498,1254,6926,3018,1497,0,3767,1337,0,1427,1067,120,1912,551,10.9,60.2,26.2,13.0,0.0,32.8,11.6,0.0,12.4,9.3,1.0,16.6,4.8,94,10.0,18.0,7.0,5.0,0.0,17.0,8.0,0.0,23.0,5.0,,40.1,35.6,50.2,58.8,40.1,35.6,50.2,58.8,10.64,125.4,19.15,384.78,18.09,221.59,8.51,167.12,0.0,0.0,7.45,431.14,5.32,299.4,0.0,0.0,24.47,62.04,5.32,213.4,Palladium
2006-10-24,12139,1295,6985,2887,1915,0,2907,1425,0,2685,1044,127,2238,643,12139,1295,6985,2887,1915,0,2907,1425,0,2685,1044,127,2238,643,10.7,57.5,23.8,15.8,0.0,23.9,11.7,0.0,22.1,8.6,1.0,18.4,5.3,95,10.0,17.0,7.0,6.0,0.0,20.0,5.0,0.0,24.0,4.0,,38.1,34.5,47.4,56.4,38.1,34.5,47.4,56.4,10.53,129.5,17.89,410.88,21.05,145.35,5.26,285.0,0.0,0.0,7.37,412.43,6.32,319.17,0.0,0.0,25.26,111.88,4.21,261.0,Palladium
2006-10-31,12707,1252,7279,3008,2005,179,4521,1459,25,1282,1060,80,2360,620,12707,1252,7279,3008,2005,179,4521,1459,25,1282,1060,80,2360,620,9.9,57.3,23.7,15.8,1.4,35.6,11.5,0.2,10.1,8.3,0.6,18.6,4.9,98,11.0,17.0,8.0,5.0,,24.0,5.0,,22.0,4.0,,37.1,34.8,47.2,56.2,37.0,34.6,45.8,56.0,11.22,113.82,17.35,428.18,24.49,188.38,5.1,291.8,,,8.16,376.0,5.1,401.0,,,22.45,58.27,4.08,265.0,Palladium
2006-11-07,12963,1173,7855,2986,1975,187,4904,1396,2,1354,1187,48,2309,313,12963,1173,7855,2986,1975,187,4904,1396,2,1354,1187,48,2309,313,9.0,60.6,23.0,15.2,1.4,37.8,10.8,0.0,10.4,9.2,0.4,17.8,2.4,102,10.0,18.0,9.0,4.0,,27.0,5.0,,24.0,4.0,,36.0,37.0,45.9,59.3,35.9,37.0,44.8,59.3,9.8,117.3,17.65,436.39,26.47,181.63,4.9,279.2,,,8.82,331.78,3.92,493.75,,,23.53,56.42,3.92,296.75,Palladium
2006-11-14,12931,1028,7648,2837,1760,164,4500,1301,200,1416,1071,483,2303,304,12931,1028,7648,2837,1760,164,4500,1301,200,1416,1071,483,2303,304,7.9,59.1,21.9,13.6,1.3,34.8,10.1,1.5,11.0,8.3,3.7,17.8,2.4,103,9.0,20.0,8.0,4.0,,26.0,4.0,,27.0,4.0,4.0,31.7,37.5,42.8,59.5,31.7,36.1,41.6,58.1,8.74,114.22,19.42,382.4,25.24,173.08,3.88,325.25,,,7.77,354.62,3.88,440.0,,,26.21,52.44,3.88,267.75,Palladium
2006-11-21,12632,1329,7231,2841,1423,199,3762,1236,314,1375,954,740,2072,535,12632,1329,7231,2841,1423,199,3762,1236,314,1375,954,740,2072,535,10.5,57.2,22.5,11.3,1.6,29.8,9.8,2.5,10.9,7.6,5.9,16.4,4.2,106,12.0,19.0,8.0,4.0,,26.0,5.0,,26.0,,6.0,31.5,36.2,41.4,57.9,31.5,33.9,39.5,55.2,11.32,110.75,17.92,380.58,24.53,144.69,4.72,247.2,,,7.55,355.12,3.77,355.75,,,24.53,52.88,,,Palladium
2006-11-28,11506,1120,6893,2749,1341,127,3180,1272,315,1537,954,84,2394,520,11506,1120,6893,2749,1341,127,3180,1272,315,1537,954,84,2394,520,9.7,59.9,23.9,11.7,1.1,27.6,11.1,2.7,13.4,8.3,0.7,20.8,4.5,97,11.0,18.0,7.0,4.0,,24.0,4.0,,27.0,,,33.8,39.4,42.6,62.9,33.8,36.3,41.6,59.4,11.34,101.82,18.56,382.94,24.74,132.5,4.12,318.0,,,7.22,392.71,4.12,335.25,,,27.84,56.93,,,Palladium
2006-12-05,11042,1086,6813,3032,1465,0,3221,1431,6,1377,1065,59,2261,203,11042,1086,6813,3032,1465,0,3221,1431,6,1377,1065,59,2261,203,9.8,61.7,27.5,13.3,0.0,29.2,13.0,0.1,12.5,9.6,0.5,20.5,1.8,99,10.0,16.0,8.0,5.0,0.0,25.0,5.0,,28.0,4.0,,37.2,40.7,45.7,68.5,37.2,40.6,45.7,68.3,10.1,108.6,16.16,425.81,25.25,128.84,5.05,286.2,,,8.08,379.0,5.05,293.0,0.0,0.0,28.28,49.18,4.04,266.25,Palladium
2006-12-12,11196,1040,6712,3042,1542,10,3289,1530,15,1396,1068,48,2356,271,11196,1040,6712,3042,1542,10,3289,1530,15,1396,1068,48,2356,271,9.3,59.9,27.2,13.8,0.1,29.4,13.7,0.1,12.5,9.5,0.4,21.0,2.4,99,11.0,16.0,7.0,5.0,,26.0,5.0,,28.0,4.0,,37.5,40.3,45.9,67.6,37.5,40.1,45.9,67.3,11.11,94.55,16.16,419.5,26.26,126.5,5.05,306.0,,,7.07,434.57,5.05,308.4,,,28.28,49.86,4.04,267.0,Palladium
2006-12-19,11185,854,6615,3374,1495,10,3093,1590,6,1411,1010,42,2395,417,11185,854,6615,3374,1495,10,3093,1590,6,1411,1010,42,2395,417,7.6,59.1,30.2,13.4,0.1,27.7,14.2,0.1,12.6,9.0,0.4,21.4,3.7,92,8.0,18.0,7.0,6.0,,20.0,6.0,,26.0,,,40.9,40.1,49.4,66.0,40.9,40.0,49.4,65.9,8.7,106.75,19.57,367.5,21.74,154.65,6.52,265.0,,,7.61,482.0,6.52,249.17,,,28.26,54.27,,,Palladium
2006-12-26,11332,922,6719,3409,1495,10,3144,1587,9,1401,1097,1,2436,414,11332,922,6719,3409,1495,10,3144,1587,9,1401,1097,1,2436,414,8.1,59.3,30.1,13.2,0.1,27.7,14.0,0.1,12.4,9.7,0.0,21.5,3.7,91,7.0,17.0,6.0,6.0,,20.0,6.0,,24.0,4.0,,40.8,40.1,49.3,65.8,40.8,40.1,49.3,65.8,7.69,131.71,18.68,395.24,21.98,157.2,6.59,264.5,,,6.59,568.17,6.59,249.17,,,26.37,58.38,4.4,274.25,Palladium
