Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,78658,16371,16871,29560,22304,2940,6211,6751,5277,2169,7285,6442,9688,10788,78658,16371,16871,29560,22304,2940,6211,6751,5277,2169,7285,6442,9688,10788,20.8,21.4,37.6,28.4,3.7,7.9,8.6,6.7,2.8,9.3,8.2,12.3,13.7,136,25.0,21.0,10.0,7.0,6.0,25.0,20.0,12.0,7.0,27.0,26.0,33.0,37.2,46.0,46.2,33.0,34.6,44.4,40.5,18.38,654.84,15.44,803.38,18.38,248.44,14.71,337.55,8.82,439.75,7.35,2956.0,5.15,3186.29,4.41,490.0,5.15,309.86,19.85,269.81,Copper
2006-06-20,76311,13975,17383,29512,21472,3316,6238,5205,4800,2209,6494,6054,10207,11587,76311,13975,17383,29512,21472,3316,6238,5205,4800,2209,6494,6054,10207,11587,18.3,22.8,38.7,28.1,4.3,8.2,6.8,6.3,2.9,8.5,7.9,13.4,15.2,130,26.0,23.0,9.0,7.0,7.0,22.0,18.0,13.0,8.0,16.0,23.0,33.5,35.7,45.6,44.4,33.5,32.9,43.7,39.0,20.0,537.5,17.69,755.78,16.92,283.55,13.85,289.17,10.0,369.23,6.92,3279.11,5.38,3067.43,5.38,473.71,6.15,276.12,12.31,405.88,Copper
2006-06-27,73323,14155,18373,29751,20734,1785,5942,5919,3389,2255,5988,6420,9626,10715,73323,14155,18373,29751,20734,1785,5942,5919,3389,2255,5988,6420,9626,10715,19.3,25.1,40.6,28.3,2.4,8.1,8.1,4.6,3.1,8.2,8.8,13.1,14.6,127,27.0,25.0,8.0,8.0,6.0,20.0,20.0,12.0,6.0,18.0,24.0,35.3,36.8,48.7,44.9,35.3,33.4,46.2,39.7,21.26,524.26,19.69,734.92,15.75,297.1,15.75,295.95,9.45,282.42,6.3,3718.88,6.3,2591.75,4.72,297.5,4.72,375.83,14.17,332.67,Copper
2006-07-03,72880,13635,18905,29817,21255,1521,6543,4784,3295,1917,6115,6250,9902,10755,72880,13635,18905,29817,21255,1521,6543,4784,3295,1917,6115,6250,9902,10755,18.7,25.9,40.9,29.2,2.1,9.0,6.6,4.5,2.6,8.4,8.6,13.6,14.8,132,25.0,24.0,8.0,8.0,6.0,25.0,15.0,10.0,,20.0,24.0,34.9,36.9,48.2,45.4,34.9,34.3,46.1,41.2,18.94,545.4,18.18,787.71,18.94,261.72,11.36,318.93,7.58,329.5,6.06,3727.12,6.06,2656.88,4.55,253.5,,,15.15,305.75,Copper
2006-07-11,74754,12899,20515,30117,20196,1206,8601,6005,3243,2013,6823,6390,10285,10376,74754,12899,20515,30117,20196,1206,8601,6005,3243,2013,6823,6390,10285,10376,17.3,27.4,40.3,27.0,1.6,11.5,8.0,4.3,2.7,9.1,8.5,13.8,13.9,136,27.0,25.0,8.0,8.0,6.0,27.0,19.0,9.0,4.0,25.0,20.0,33.9,34.8,46.5,44.3,33.9,32.5,44.6,40.1,19.85,477.74,18.38,820.6,19.85,318.56,13.97,316.05,6.62,360.33,5.88,3764.62,5.88,2524.5,4.41,201.0,2.94,503.25,18.38,272.92,Copper
2006-07-18,76332,13629,20491,30484,19093,1305,8819,6188,3228,2029,8009,7039,9799,10979,76332,13629,20491,30484,19093,1305,8819,6188,3228,2029,8009,7039,9799,10979,17.9,26.8,39.9,25.0,1.7,11.6,8.1,4.2,2.7,10.5,9.2,12.8,14.4,139,26.0,23.0,9.0,7.0,7.0,27.0,19.0,10.0,4.0,27.0,22.0,34.1,33.7,46.4,43.3,33.3,31.2,43.8,38.8,18.71,524.19,16.55,890.91,19.42,326.63,13.67,325.68,7.19,322.8,6.47,3387.11,5.04,2727.57,5.04,186.43,2.88,507.25,19.42,296.63,Copper
2006-07-25,73348,13491,19659,30714,17603,1173,6411,6187,3540,2060,7978,7052,8907,10156,73348,13491,19659,30714,17603,1173,6411,6187,3540,2060,7978,7052,8907,10156,18.4,26.8,41.9,24.0,1.6,8.7,8.4,4.8,2.8,10.9,9.6,12.1,13.8,138,28.0,24.0,9.0,7.0,9.0,22.0,19.0,11.0,6.0,29.0,27.0,35.1,33.0,48.1,42.8,35.1,31.2,46.0,39.1,20.29,481.82,17.39,819.12,15.94,291.41,13.77,325.63,7.97,321.82,6.52,3412.67,5.07,2514.71,6.52,130.33,4.35,343.33,21.01,275.1,Copper
2006-08-01,71537,11874,19379,30715,16459,1418,6393,6514,3640,2250,8436,5647,9600,10044,71537,11874,19379,30715,16459,1418,6393,6514,3640,2250,8436,5647,9600,10044,16.6,27.1,42.9,23.0,2.0,8.9,9.1,5.1,3.1,11.8,7.9,13.4,14.0,130,24.0,19.0,9.0,6.0,7.0,21.0,18.0,11.0,4.0,25.0,24.0,36.6,32.9,49.9,43.1,36.6,31.0,47.6,39.3,18.46,494.75,14.62,1019.95,16.15,304.43,13.85,361.89,8.46,330.91,6.92,3412.78,4.62,2743.17,5.38,202.57,3.08,562.5,19.23,337.44,Copper
2006-08-08,72385,12613,19835,30298,16079,2360,7014,7508,3071,2373,8473,4177,10479,10882,72385,12613,19835,30298,16079,2360,7014,7508,3071,2373,8473,4177,10479,10882,17.4,27.4,41.9,22.2,3.3,9.7,10.4,4.2,3.3,11.7,5.8,14.5,15.0,124,23.0,19.0,9.0,7.0,7.0,21.0,17.0,10.0,7.0,22.0,18.0,36.5,32.6,49.8,44.0,35.6,29.8,46.5,38.9,18.55,548.39,15.32,1043.95,16.94,334.0,13.71,441.65,8.06,307.1,7.26,3366.44,5.65,2297.0,5.65,337.14,5.65,339.0,17.74,385.14,Copper
2006-08-15,74277,13995,20502,30027,14823,2656,6975,8351,2217,2349,8997,6119,9939,10612,74277,13995,20502,30027,14823,2656,6975,8351,2217,2349,8997,6119,9939,10612,18.8,27.6,40.4,20.0,3.6,9.4,11.2,3.0,3.2,12.1,8.2,13.4,14.3,133,25.0,20.0,9.0,7.0,8.0,24.0,16.0,10.0,7.0,25.0,27.0,35.5,31.5,48.5,44.2,34.4,28.0,44.9,37.4,18.8,559.8,15.04,1025.1,18.05,290.62,12.03,521.94,7.52,221.7,6.77,3336.33,5.26,2117.57,6.02,332.0,5.26,335.57,18.8,359.88,Copper
