Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2011-01-04,611095,241271,464782,182293,18982,68287,51284,5364,26871,6862,1591,10233,23994,14985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5,76.1,29.8,3.1,11.2,8.4,0.9,4.4,1.1,0.3,1.7,3.9,2.5,200,71,94,30,5,24,32,7,17,12,5,13,21.9,33.2,34.7,47.7,16.0,19.5,22.9,28.9,35.5,3398.18,47.0,4944.49,16.0,1602.62,3.5,766.29,8.5,1580.65,15.0,6076.43,2.5,3796.4,12.0,2845.29,6.0,571.83,2.5,318.2,Gasoil
2011-01-11,600788,222508,449078,184225,21041,73057,52216,3501,29535,8217,2396,10203,20827,11977,611095,241271,464782,182293,18982,68287,51284,5364,26871,6862,1591,10233,23994,14985,37.0,74.7,30.7,3.5,12.2,8.7,0.6,4.9,1.4,0.4,1.7,3.5,2.0,212,76,94,30,7,26,36,5,18,12,8,14,23.2,32.3,34.8,46.8,17.1,19.0,23.7,29.5,35.85,2927.74,44.34,4777.43,16.98,1450.44,2.36,700.2,8.49,1640.83,14.15,6140.83,3.3,3005.86,12.26,2809.88,5.66,684.75,3.77,299.5,Gasoil
2011-01-18,636816,240277,476526,183908,23552,79521,62566,1174,28551,8011,3320,10886,23096,13286,600788,222508,449078,184225,21041,73057,52216,3501,29535,8217,2396,10203,20827,11977,37.7,74.8,28.9,3.7,12.5,9.8,0.2,4.5,1.3,0.5,1.7,3.6,2.1,210,69,90,32,8,26,37,3,15,16,9,15,22.7,31.4,35.4,46.6,15.3,17.9,21.6,28.1,32.86,3482.28,42.86,5294.73,17.62,1690.97,1.43,391.33,7.14,1903.4,15.24,5747.12,3.81,2944.0,12.38,3058.5,7.62,500.69,4.29,368.89,Gasoil
2011-01-25,672277,260507,498316,185545,23760,88877,66685,1816,31286,6953,3081,8654,23770,16487,636816,240277,476526,183908,23552,79521,62566,1174,28551,8011,3320,10886,23096,13286,38.7,74.1,27.6,3.5,13.2,9.9,0.3,4.7,1.0,0.5,1.3,3.5,2.5,211,74,96,31,7,24,38,6,16,13,8,9,22.1,29.5,34.9,46.0,14.6,16.6,20.6,25.9,35.07,3520.36,45.5,5190.79,18.01,1754.87,2.84,302.67,7.58,1955.38,14.69,5985.32,3.32,3394.29,11.37,3703.21,6.16,534.85,3.79,385.12,Gasoil
2011-02-01,691312,279903,517730,182137,24801,90442,70205,1733,24809,6585,4161,14726,22505,12910,672277,260507,498316,185545,23760,88877,66685,1816,31286,6953,3081,8654,23770,16487,40.5,74.9,26.3,3.6,13.1,10.2,0.3,3.6,1.0,0.6,2.1,3.3,1.9,230,73,101,32,7,27,43,4,18,15,14,16,23.2,29.8,36.7,46.6,13.4,16.1,19.1,24.5,31.74,3834.29,43.91,5126.04,18.7,1632.67,1.74,433.25,7.83,1378.28,13.91,5691.78,3.04,3543.0,11.74,3349.7,6.52,439.0,6.09,297.21,Gasoil
2011-02-08,668027,258691,494565,182255,24143,92362,67347,2440,23634,5254,3537,14854,23630,12492,691312,279903,517730,182137,24801,90442,70205,1733,24809,6585,4161,14726,22505,12910,38.7,74.0,27.3,3.6,13.8,10.1,0.4,3.5,0.8,0.5,2.2,3.5,1.9,217,75,100,32,7,27,40,2,16,11,12,13,23.3,29.2,36.6,46.0,13.5,16.5,19.3,25.2,34.56,3449.21,46.08,4945.65,18.43,1683.67,0.92,1220.0,7.37,1477.12,14.75,5695.47,3.23,3449.0,12.44,3420.81,5.07,477.64,5.53,294.75,Gasoil
2011-02-15,693172,282504,522899,188427,25383,85183,65701,1505,26126,5877,3223,18169,21185,10684,668027,258691,494565,182255,24143,92362,67347,2440,23634,5254,3537,14854,23630,12492,40.8,75.4,27.2,3.7,12.3,9.5,0.2,3.8,0.8,0.5,2.6,3.1,1.5,224,75,103,32,8,26,42,2,19,13,11,17,23.1,27.9,35.1,44.4,12.9,15.9,18.7,24.8,33.48,3766.72,45.98,5076.69,18.75,1564.31,0.89,752.5,8.48,1375.05,14.29,5888.34,3.57,3172.88,11.61,3276.27,5.8,452.08,4.91,293.0,Gasoil
2011-02-22,721784,317838,545579,183312,26835,94769,60967,1486,22960,5537,3225,15306,21095,11624,693172,282504,522899,188427,25383,85183,65701,1505,26126,5877,3223,18169,21185,10684,44.0,75.6,25.4,3.7,13.1,8.4,0.2,3.2,0.8,0.4,2.1,2.9,1.6,220,75,100,32,9,29,41,4,19,12,8,14,25.8,31.1,39.0,48.2,12.0,14.5,17.5,22.8,34.09,4237.84,45.45,5455.79,18.64,1487.0,1.82,371.5,8.64,1208.42,14.55,5728.5,4.09,2981.67,13.18,3267.9,5.45,461.42,3.64,403.12,Gasoil
2011-03-01,692741,292992,510626,177199,28893,95031,62047,2029,23482,3336,2938,16807,21847,12935,721784,317838,545579,183312,26835,94769,60967,1486,22960,5537,3225,15306,21095,11624,42.3,73.7,25.6,4.2,13.7,9.0,0.3,3.4,0.5,0.4,2.4,3.2,1.9,222,79,95,34,7,27,43,4,21,12,10,20,27.1,30.1,38.0,46.3,12.8,15.9,18.1,24.1,35.59,3708.76,42.79,5375.01,19.37,1442.95,1.8,507.25,9.46,1118.19,15.32,5211.74,3.15,4127.57,12.16,3519.67,5.41,278.0,4.5,293.8,Gasoil
2011-03-08,648245,263310,477081,175832,28287,88928,61248,3611,19307,3060,3504,16441,20119,11086,692741,292992,510626,177199,28893,95031,62047,2029,23482,3336,2938,16807,21847,12935,40.6,73.6,27.1,4.4,13.7,9.4,0.6,3.0,0.5,0.5,2.5,3.1,1.7,221,79,98,34,8,28,40,4,18,10,11,20,24.9,29.4,35.7,45.6,13.4,17.3,19.5,26.2,35.75,3333.04,44.34,4868.17,18.1,1531.2,1.81,902.75,8.14,1072.61,15.38,5171.53,3.62,3535.88,12.67,3176.0,4.52,306.0,4.98,318.55,Gasoil
