Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,26379,4036,5770,4370,86,0,7980,2384,377,2703,3077,1255,5658,13430,26379,4036,5770,4370,86,0,7980,2384,377,2703,3077,1255,5658,13430,15.3,21.9,16.6,0.3,0.0,30.3,9.0,1.4,10.2,11.7,4.8,21.4,50.9,139,22.0,52.0,9.0,,0.0,28.0,8.0,6.0,9.0,21.0,17.0,20.2,10.4,30.9,16.9,19.1,10.3,29.7,16.5,15.83,183.45,37.41,110.96,20.14,285.0,5.76,298.0,4.32,62.83,6.47,485.56,,,0.0,0.0,6.47,300.33,15.11,146.52,Cattle (Live)
2006-06-20,25563,4101,6619,4366,113,0,7542,1984,394,3163,2841,1243,4754,12369,25563,4101,6619,4366,113,0,7542,1984,394,3163,2841,1243,4754,12369,16.0,25.9,17.1,0.4,0.0,29.5,7.8,1.5,12.4,11.1,4.9,18.6,48.4,144,24.0,54.0,10.0,,0.0,33.0,6.0,5.0,10.0,15.0,15.0,20.4,11.2,31.3,18.3,19.1,11.1,29.4,17.6,16.67,170.88,37.5,122.57,22.92,228.55,4.17,330.67,3.47,78.8,6.94,436.6,,,0.0,0.0,6.94,316.3,10.42,189.4,Cattle (Live)
2006-06-27,27473,4402,7091,4411,125,0,9490,1946,482,2421,3158,1572,4695,13099,27473,4402,7091,4411,125,0,9490,1946,482,2421,3158,1572,4695,13099,16.0,25.8,16.1,0.5,0.0,34.5,7.1,1.8,8.8,11.5,5.7,17.1,47.7,142,20.0,49.0,10.0,,0.0,34.0,6.0,7.0,8.0,19.0,17.0,16.3,11.5,26.6,18.3,14.5,11.5,24.4,17.8,14.08,220.1,34.51,144.71,23.94,279.12,4.23,324.33,4.93,68.86,7.04,441.1,,,0.0,0.0,5.63,302.62,13.38,166.21,Cattle (Live)
2006-07-03,29566,4071,7548,4413,131,0,11103,1592,472,2095,3592,2391,5021,13840,29566,4071,7548,4413,131,0,11103,1592,472,2095,3592,2391,5021,13840,13.8,25.5,14.9,0.4,0.0,37.6,5.4,1.6,7.1,12.1,8.1,17.0,46.8,145,22.0,51.0,10.0,,0.0,34.0,5.0,6.0,10.0,21.0,19.0,17.0,10.8,28.3,17.7,15.2,10.2,25.6,15.6,15.17,185.05,35.17,148.0,23.45,326.56,3.45,318.4,4.14,78.67,6.9,441.3,,,0.0,0.0,6.9,209.5,14.48,171.05,Cattle (Live)
2006-07-11,29898,5024,8197,4317,128,24,11273,1431,390,1135,3274,2143,5592,14311,29898,5024,8197,4317,128,24,11273,1431,390,1135,3274,2143,5592,14311,16.8,27.4,14.4,0.4,0.1,37.7,4.8,1.3,3.8,11.0,7.2,18.7,47.9,143,28.0,55.0,9.0,,,33.0,5.0,4.0,8.0,17.0,14.0,17.9,12.4,28.3,19.2,16.7,9.3,25.1,14.2,19.58,179.43,38.46,149.04,23.08,341.61,3.5,286.2,2.8,97.5,6.29,479.67,,,,,5.59,141.88,11.89,192.59,Cattle (Live)
2006-07-18,30695,5173,8665,4311,128,24,11229,1344,967,969,3435,2318,5704,13814,30695,5173,8665,4311,128,24,11229,1344,967,969,3435,2318,5704,13814,16.9,28.2,14.0,0.4,0.1,36.6,4.4,3.2,3.2,11.2,7.6,18.6,45.0,154,30.0,58.0,10.0,,,35.0,7.0,7.0,9.0,19.0,18.0,17.2,12.0,27.4,18.9,16.4,9.0,24.9,13.7,19.48,172.43,37.66,149.4,22.73,320.83,4.55,192.0,4.55,138.14,6.49,431.1,,,,,5.84,107.67,12.34,180.79,Cattle (Live)
2006-07-25,30944,5247,9623,4320,138,24,10295,1280,950,2617,2949,1994,5497,13986,30944,5247,9623,4320,138,24,10295,1280,950,2617,2949,1994,5497,13986,17.0,31.1,14.0,0.4,0.1,33.3,4.1,3.1,8.5,9.5,6.4,17.8,45.2,154,29.0,57.0,10.0,,,32.0,6.0,7.0,14.0,17.0,21.0,19.8,10.5,29.9,17.8,17.8,9.5,27.0,14.6,18.83,180.93,37.01,168.82,20.78,321.72,3.9,213.33,4.55,135.71,6.49,432.0,,,,,9.09,186.93,11.04,173.47,Cattle (Live)
2006-08-01,31673,5267,9510,4411,157,8,10000,1433,1074,2755,3044,2311,5847,14136,31673,5267,9510,4411,157,8,10000,1433,1074,2755,3044,2311,5847,14136,16.7,30.1,13.9,0.5,0.0,31.6,4.5,3.4,8.7,9.6,7.3,18.5,44.6,156,29.0,58.0,10.0,,,31.0,6.0,10.0,9.0,18.0,20.0,21.0,10.8,31.3,17.7,18.5,9.9,28.5,14.9,18.59,181.62,37.18,163.97,19.87,322.58,3.85,238.83,6.41,107.4,6.41,441.1,,,,,5.77,306.11,11.54,169.11,Cattle (Live)
2006-08-08,32151,5445,9235,4375,186,0,9808,1755,876,2595,3052,2447,6605,14600,32151,5445,9235,4375,186,0,9808,1755,876,2595,3052,2447,6605,14600,16.9,28.7,13.6,0.6,0.0,30.5,5.5,2.7,8.1,9.5,7.6,20.5,45.4,151,34.0,58.0,9.0,,0.0,32.0,7.0,8.0,9.0,17.0,19.0,19.9,11.1,29.5,18.4,17.3,10.3,26.8,15.5,22.52,160.15,38.41,159.22,21.19,306.5,4.64,250.71,5.3,109.5,5.96,486.11,,,0.0,0.0,5.96,288.33,11.26,179.53,Cattle (Live)
2006-08-15,32759,3919,9047,4385,186,0,9882,1609,1244,3472,2906,3078,6779,14689,32759,3919,9047,4385,186,0,9882,1609,1244,3472,2906,3078,6779,14689,12.0,27.6,13.4,0.6,0.0,30.2,4.9,3.8,10.6,8.9,9.4,20.7,44.8,151,26.0,57.0,9.0,,0.0,34.0,5.0,7.0,13.0,19.0,22.0,19.5,10.9,28.9,17.3,17.6,10.8,26.8,15.6,17.22,150.73,37.75,158.72,22.52,290.65,3.31,321.8,4.64,177.71,5.96,487.22,,,0.0,0.0,8.61,267.08,12.58,152.95,Cattle (Live)
2006-08-22,32397,3893,9462,4454,195,8,10542,1448,958,2535,2470,3469,6538,14387,32397,3893,9462,4454,195,8,10542,1448,958,2535,2470,3469,6538,14387,12.0,29.2,13.7,0.6,0.0,32.5,4.5,3.0,7.8,7.6,10.7,20.2,44.4,156,29.0,62.0,9.0,,,35.0,5.0,7.0,13.0,19.0,21.0,15.6,11.0,25.0,17.7,14.4,11.0,23.2,15.8,18.59,134.24,39.74,152.61,22.44,301.2,3.21,289.6,4.49,136.86,5.77,494.89,,,,,8.33,195.0,12.18,130.0,Cattle (Live)
2006-08-29,32307,4109,9280,4580,171,0,10347,1754,1172,2024,1758,4259,5816,13913,32307,4109,9280,4580,171,0,10347,1754,1172,2024,1758,4259,5816,13913,12.7,28.7,14.2,0.5,0.0,32.0,5.4,3.6,6.3,5.4,13.2,18.0,43.1,159,29.0,63.0,10.0,,0.0,35.0,6.0,9.0,16.0,17.0,22.0,16.7,12.7,26.3,19.1,13.8,9.9,22.9,14.1,18.24,141.69,39.62,147.3,22.01,295.63,3.77,292.33,5.66,130.22,6.29,458.0,,,0.0,0.0,10.06,126.5,10.69,103.41,Cattle (Live)
