Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2014-09-30,260113,116824,186850,24875,16725,8730,57600,3627,24935,11494,6725,1820,13835,10701,260418,136334,198079,11356,0,8005,55767,17278,22817,15997,4055,2523,7619,7661,44.9,71.8,9.6,6.4,3.4,22.1,1.4,9.6,4.4,2.6,0.7,5.3,4.1,151,45,37,21,6,7,47,5,14,12,7,12,,,,,,,,,29.8,2596.09,24.5,5050.0,31.13,1225.53,3.31,725.4,9.27,1781.07,13.91,1184.52,3.97,2787.5,4.64,1247.14,7.95,957.83,4.64,960.71,Cocoa
2014-10-07,246944,123648,181264,23659,16432,9407,51167,5399,21814,9165,7508,1936,6148,3184,260113,116824,186850,24875,16725,8730,57600,3627,24935,11494,6725,1820,13835,10701,50.1,73.4,9.6,6.7,3.8,20.7,2.2,8.8,3.7,3.0,0.8,2.5,1.3,146,50,45,19,7,10,37,5,10,12,6,10,,,,,,,,,34.25,2472.96,30.82,4028.09,25.34,1382.89,3.42,1079.8,6.85,2181.4,13.01,1245.21,4.79,2347.43,6.85,940.7,8.22,763.75,4.11,1251.33,Cocoa
2014-10-14,240788,124899,178225,25544,15550,7923,46935,7772,19827,8657,7357,1392,5611,2742,246944,123648,181264,23659,16432,9407,51167,5399,21814,9165,7508,1936,6148,3184,51.9,74.0,10.6,6.5,3.3,19.5,3.2,8.2,3.6,3.1,0.6,2.3,1.1,140,50,44,20,5,7,33,7,11,10,6,9,,,,,,,,,35.71,2497.98,31.43,4050.57,23.57,1422.27,5.0,1110.29,7.86,1802.45,14.29,1277.2,3.57,3110.0,5.0,1131.86,7.14,865.7,4.29,1226.17,Cocoa
2014-10-21,238523,122037,176014,25573,15226,8160,46519,7554,20126,9394,6795,2721,3993,1927,240788,124899,178225,25544,15550,7923,46935,7772,19827,8657,7357,1392,5611,2742,51.2,73.8,10.7,6.4,3.4,19.5,3.2,8.4,3.9,2.8,1.1,1.7,0.8,142,50,45,21,5,7,32,7,11,11,6,11,,,,,,,,,35.21,2440.74,31.69,3911.42,22.54,1453.72,4.93,1079.14,7.75,1829.64,14.79,1217.76,3.52,3045.2,4.93,1165.71,7.75,854.0,4.23,1132.5,Cocoa
2014-10-28,241157,130446,175536,21112,13372,11651,42015,6614,23575,7534,7087,2904,1920,418,238523,122037,176014,25573,15226,8160,46519,7554,20126,9394,6795,2721,3993,1927,54.1,72.8,8.8,5.5,4.8,17.4,2.7,9.8,3.1,2.9,1.2,0.8,0.2,135,47,45,20,5,8,31,7,14,9,6,10,,,,,,,,,34.81,2775.45,33.33,3900.8,22.96,1355.32,5.19,944.86,10.37,1683.93,14.81,1055.6,3.7,2674.4,5.93,1456.38,6.67,837.11,4.44,1181.17,Cocoa
2014-11-04,242757,138454,179554,17165,13096,10898,41089,5076,24492,6394,7227,2557,1708,-143,241157,130446,175536,21112,13372,11651,42015,6614,23575,7534,7087,2904,1920,418,57.0,74.0,7.1,5.4,4.5,16.9,2.1,10.1,2.6,3.0,1.1,0.7,-0.1,131,48,48,18,6,7,29,6,11,9,5,8,,,,,,,,,36.64,2884.46,36.64,3740.71,22.14,1416.86,4.58,846.0,8.4,2226.55,13.74,953.61,4.58,2182.67,5.34,1556.86,6.87,710.44,3.82,1445.4,Cocoa
2014-11-11,243433,134595,179364,17525,13059,10554,41665,3463,25960,6630,6934,2056,4448,2043,242757,138454,179554,17165,13096,10898,41089,5076,24492,6394,7227,2557,1708,-143,55.3,73.7,7.2,5.4,4.3,17.1,1.4,10.7,2.7,2.8,0.8,1.8,0.8,130,49,48,19,5,7,29,6,13,7,5,8,,,,,,,,,37.69,2746.84,36.92,3736.75,22.31,1436.72,4.62,577.17,10.0,1996.92,14.62,922.37,3.85,2611.8,5.38,1507.71,5.38,947.14,3.85,1386.8,Cocoa
2014-11-18,242624,134094,177275,17298,14487,10414,41704,3465,25329,6802,6734,2749,4234,2171,243433,134595,179364,17525,13059,10554,41665,3463,25960,6630,6934,2056,4448,2043,55.3,73.1,7.1,6.0,4.3,17.2,1.4,10.4,2.8,2.8,1.1,1.7,0.9,130,47,49,17,7,10,29,5,12,7,5,10,,,,,,,,,36.15,2853.06,37.69,3617.86,22.31,1438.07,3.85,693.0,9.23,2110.75,13.08,1017.53,5.38,2069.57,7.69,1041.4,5.38,971.71,3.85,1346.8,Cocoa
2014-11-25,243247,134740,177579,17433,14411,11479,42564,4698,24076,6354,6242,3293,3308,1469,242624,134094,177275,17298,14487,10414,41704,3465,25329,6802,6734,2749,4234,2171,55.4,73.0,7.2,5.9,4.7,17.5,1.9,9.9,2.6,2.6,1.4,1.4,0.6,132,48,48,18,7,10,25,10,12,7,5,10,,,,,,,,,36.36,2807.08,36.36,3699.56,18.94,1702.56,7.58,469.8,9.09,2006.33,13.64,968.5,5.3,2058.71,7.58,1147.9,5.3,907.71,3.79,1248.4,Cocoa
2014-12-02,226047,122909,169486,18253,12486,7993,44723,7297,20765,5868,5233,1810,3726,977,243247,134740,177579,17433,14411,11479,42564,4698,24076,6354,6242,3293,3308,1469,54.4,75.0,8.1,5.5,3.5,19.8,3.2,9.2,2.6,2.3,0.8,1.6,0.4,131,47,48,19,6,8,29,7,11,6,5,8,,,,,,,,,35.88,2615.09,36.64,3530.96,22.14,1542.17,5.34,1042.43,8.4,1887.73,14.5,960.68,4.58,2081.0,6.11,999.12,4.58,978.0,3.82,1046.6,Cocoa
