Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,148726,20377,94027,22667,0,222,36633,3412,5235,22139,2914,6437,35016,36479,132514,14794,87985,22148,0,222,32198,4054,3785,22594,2518,4371,32402,29579,13.7,63.2,15.2,0.0,0.1,24.6,2.3,3.5,14.9,2.0,4.3,23.5,24.5,187,43.0,61.0,15.0,0.0,,39.0,8.0,11.0,37.0,15.0,23.0,16.0,34.2,25.2,43.0,15.4,32.1,24.0,38.0,22.99,473.88,32.62,1541.43,20.86,939.31,4.28,426.5,5.88,475.91,8.02,1511.13,0.0,0.0,,,19.79,598.35,8.02,194.27,Wheat (Kansas)
2006-06-20,149773,25482,97852,22377,0,100,34588,3379,7339,23204,3216,5593,31090,32294,131270,19150,90835,21939,0,100,29386,4131,5584,23600,2455,3586,27925,24579,17.0,65.3,14.9,0.0,0.1,23.1,2.3,4.9,15.5,2.1,3.7,20.8,21.6,187,45.0,56.0,14.0,0.0,,39.0,7.0,14.0,38.0,19.0,25.0,16.0,36.4,24.8,45.8,15.2,32.6,23.6,39.0,24.06,566.27,29.95,1747.36,20.86,886.87,3.74,482.71,7.49,524.21,7.49,1598.36,0.0,0.0,,,20.32,610.63,10.16,169.26,Wheat (Kansas)
2006-06-27,158177,25863,105813,20909,0,45,40161,2735,7599,24831,3035,6208,32561,32742,137006,19519,98109,20481,0,45,33735,3586,5474,25236,2071,3557,28959,24164,16.4,66.9,13.2,0.0,0.0,25.4,1.7,4.8,15.7,1.9,3.9,20.6,20.7,191,41.0,54.0,13.0,0.0,,42.0,6.0,16.0,46.0,13.0,26.0,14.9,39.3,23.9,48.0,14.5,36.1,22.5,42.3,21.47,630.8,28.27,1959.5,21.99,956.21,3.14,455.83,8.38,474.94,6.81,1608.38,0.0,0.0,,,24.08,539.8,6.81,233.46,Wheat (Kansas)
2006-07-03,163121,23396,110810,21494,0,2,43862,2728,8019,26573,3372,6747,33028,31443,140032,17110,102655,21036,0,2,36629,3579,5359,26433,2349,3585,29878,22503,14.3,67.9,13.2,0.0,0.0,26.9,1.7,4.9,16.3,2.1,4.1,20.2,19.3,200,32.0,59.0,13.0,0.0,,44.0,6.0,17.0,48.0,18.0,27.0,14.6,39.6,24.2,48.9,14.4,36.2,22.6,42.9,16.0,731.12,29.5,1878.14,22.0,996.86,3.0,454.67,8.5,471.71,6.5,1653.38,0.0,0.0,,,24.0,553.6,9.0,187.33,Wheat (Kansas)
2006-07-11,170592,25862,117972,21970,0,2,49738,4442,7201,27341,2140,6985,31493,31850,144514,18502,108540,21480,0,2,40703,4553,4706,27508,1560,3414,28199,21739,15.2,69.2,12.9,0.0,0.0,29.2,2.6,4.2,16.0,1.3,4.1,18.5,18.7,201,34.0,60.0,13.0,0.0,,47.0,6.0,16.0,48.0,12.0,27.0,14.7,39.0,23.8,49.6,14.1,35.7,22.3,42.9,16.92,760.65,29.85,1966.2,23.38,1058.26,2.99,740.33,7.96,450.06,6.47,1690.0,0.0,0.0,,,23.88,569.6,5.97,178.33,Wheat (Kansas)
2006-07-18,167825,28947,111995,21837,0,2,42434,6333,5882,26163,2241,8275,34285,33097,139508,20848,101940,21262,0,2,33691,6673,3271,26496,1845,4346,29592,21431,17.2,66.7,13.0,0.0,0.0,25.3,3.8,3.5,15.6,1.3,4.9,20.4,19.7,192,36.0,60.0,13.0,0.0,,39.0,5.0,13.0,47.0,11.0,26.0,14.7,36.2,23.9,47.3,13.9,32.5,21.4,39.6,18.75,804.08,31.25,1866.58,20.31,1088.05,2.6,1266.6,6.77,452.46,6.77,1679.77,0.0,0.0,,,24.48,556.66,5.73,203.73,Wheat (Kansas)
2006-07-25,167640,28893,109631,21884,0,4,41492,6826,8022,25742,2582,7959,33644,32616,138564,20654,99730,21339,0,4,33674,7189,4062,24664,2005,4820,29347,20754,17.2,65.4,13.1,0.0,0.0,24.8,4.1,4.8,15.4,1.5,4.7,20.1,19.5,197,36.0,62.0,13.0,0.0,,38.0,7.0,15.0,47.0,15.0,27.0,16.0,34.8,25.1,45.5,14.7,31.6,22.2,38.8,18.27,802.58,31.47,1768.24,19.29,1091.89,3.55,975.14,7.61,534.8,6.6,1683.38,0.0,0.0,,,23.86,547.7,7.61,172.13,Wheat (Kansas)
2006-08-01,170722,26390,105491,22110,0,0,39980,7177,10197,25606,2900,8308,38131,36649,139879,18672,95402,21365,0,0,32193,7460,5435,24335,2288,4942,32937,24352,15.5,61.8,13.0,0.0,0.0,23.4,4.2,6.0,15.0,1.7,4.9,22.3,21.5,201,42.0,64.0,13.0,0.0,0.0,37.0,8.0,18.0,47.0,16.0,29.0,15.4,32.3,24.4,42.6,14.0,30.2,21.5,37.4,20.9,628.33,31.84,1648.3,18.41,1080.54,3.98,897.12,8.96,566.5,6.47,1700.77,0.0,0.0,0.0,0.0,23.38,544.81,7.96,181.25,Wheat (Kansas)
2006-08-08,168763,26660,101350,21500,0,0,38085,5940,11300,21418,2822,7380,42420,39971,135357,18434,91195,20929,0,0,30084,6440,5264,20641,2635,3181,36824,26642,15.8,60.1,12.7,0.0,0.0,22.6,3.5,6.7,12.7,1.7,4.4,25.1,23.7,185,43.0,57.0,11.0,0.0,0.0,32.0,8.0,22.0,43.0,16.0,30.0,16.0,32.1,24.7,42.7,14.2,30.1,22.1,36.6,23.24,620.0,30.81,1778.07,17.3,1190.16,4.32,742.5,11.89,513.64,5.95,1954.55,0.0,0.0,0.0,0.0,23.24,498.09,8.65,176.38,Wheat (Kansas)
2006-08-15,160419,26229,91090,21478,0,229,35247,7871,15581,20391,3156,5913,35351,36579,127106,17805,80256,20776,227,2,26627,10395,8224,19633,2725,3136,30903,22141,16.4,56.8,13.4,0.0,0.1,22.0,4.9,9.7,12.7,2.0,3.7,22.0,22.8,184,47.0,57.0,13.0,0.0,,28.0,11.0,22.0,44.0,10.0,28.0,15.8,30.7,25.4,39.8,15.4,28.0,23.3,34.5,25.54,558.06,30.98,1598.07,15.22,1258.82,5.98,715.55,11.96,708.23,7.07,1652.15,0.0,0.0,,,23.91,463.43,5.43,315.6,Wheat (Kansas)
