Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,181296,90051,97107,1125,1795,123,18052,24755,4904,16221,8864,21169,29651,22579,111406,50922,61488,1201,1642,4,17611,18593,666,14707,7895,5141,21154,15977,49.7,53.6,0.6,1.0,0.1,10.0,13.7,2.7,8.9,4.9,11.7,16.4,12.5,169,49.0,48.0,,4.0,,22.0,28.0,8.0,25.0,17.0,34.0,27.1,32.0,34.9,45.2,24.8,27.4,30.5,39.6,28.99,1837.78,28.4,2023.06,13.02,820.55,16.57,884.11,4.73,613.0,,,2.37,448.75,,,14.79,648.84,10.06,521.41,Soybean Meal
2006-06-20,174418,89230,92533,1367,1149,215,14655,22352,4841,15446,8614,19577,29087,25137,96946,49335,56527,1331,95,4,9874,13507,540,13638,7053,3673,18551,15547,51.2,53.1,0.8,0.7,0.1,8.4,12.8,2.8,8.9,4.9,11.2,16.7,14.4,155,46.0,46.0,4.0,,,18.0,25.0,7.0,26.0,12.0,31.0,28.4,32.7,36.1,45.8,25.9,26.9,32.0,39.0,29.68,1939.78,29.68,2011.59,11.61,814.17,16.13,894.08,4.52,691.57,2.58,341.75,,,,,16.77,594.08,7.74,717.83,Soybean Meal
2006-06-27,182761,101288,85939,1232,1855,120,12011,31497,3772,14757,11664,22345,27236,25569,82604,46696,50319,1009,0,0,5762,8278,330,8271,7345,5006,15530,11326,55.4,47.0,0.7,1.0,0.1,6.6,17.2,2.1,8.1,6.4,12.2,14.9,14.0,158,47.0,41.0,,,,13.0,35.0,6.0,27.0,14.0,33.0,31.7,29.1,39.4,41.7,28.0,22.5,33.7,32.9,29.75,2155.06,25.95,2096.07,8.23,923.92,22.15,899.91,3.8,628.67,,,,,,,17.09,546.56,8.86,833.14,Soybean Meal
2006-07-03,182549,99283,89909,1115,3056,165,14430,29560,3421,14949,10412,23484,25702,22542,73432,40504,47403,784,0,0,4992,5394,842,9782,5700,4493,12035,9600,54.4,49.3,0.6,1.7,0.1,7.9,16.2,1.9,8.2,5.7,12.9,14.1,12.3,161,52.0,49.0,,,,11.0,32.0,8.0,24.0,12.0,35.0,31.2,30.5,38.8,42.9,27.7,24.8,33.5,34.2,32.3,1909.29,30.43,1834.88,6.83,1311.82,19.88,923.75,4.97,427.62,,,,,,,14.91,622.88,7.45,867.67,Soybean Meal
2006-07-11,184842,98617,93695,1153,2708,550,15685,32875,3727,17809,9931,20529,26772,20827,67486,38145,45506,657,0,0,5184,5474,472,9305,5467,2429,11294,8138,53.4,50.7,0.6,1.5,0.3,8.5,17.8,2.0,9.6,5.4,11.1,14.5,11.3,166,54.0,43.0,,,,14.0,35.0,11.0,29.0,12.0,32.0,32.1,32.2,39.1,44.5,28.8,27.0,34.7,37.4,32.53,1826.24,25.9,2178.95,8.43,1120.36,21.08,939.29,6.63,338.82,,,,,,,17.47,614.1,7.23,827.58,Soybean Meal
2006-07-18,205123,114721,101626,1156,3708,537,15355,46561,3415,22170,8060,20281,27488,20935,63638,36678,45007,660,0,0,5528,3411,308,8872,6814,1134,10458,6964,55.9,49.5,0.6,1.8,0.3,7.5,22.7,1.7,10.8,3.9,9.9,13.4,10.2,168,49.0,40.0,,,,12.0,46.0,9.0,28.0,13.0,25.0,31.5,30.1,39.1,44.6,28.4,24.3,34.8,36.4,29.17,2341.24,23.81,2540.65,7.14,1279.58,27.38,1012.2,5.36,379.44,,,,,,,16.67,791.79,7.74,620.0,Soybean Meal
2006-07-25,205789,114268,97936,1260,4625,532,16399,49636,2833,21577,7951,19539,29381,22737,59412,33320,42811,670,0,0,5428,3278,200,7879,5008,742,11173,7373,55.5,47.6,0.6,2.2,0.3,8.0,24.1,1.4,10.5,3.9,9.5,14.3,11.0,173,49.0,40.0,,,,13.0,47.0,6.0,31.0,11.0,27.0,31.1,28.5,38.2,40.6,28.2,23.6,34.5,34.1,28.32,2332.0,23.12,2448.4,7.51,1261.46,27.17,1056.09,3.47,472.17,,,,,,,17.92,696.03,6.36,722.82,Soybean Meal
2006-08-01,218217,122904,99899,4052,4402,1440,14391,56113,2799,21754,9147,20887,29990,23530,49514,29624,34598,39,578,0,2089,3809,247,6836,2473,1257,9422,6552,56.3,45.8,1.9,2.0,0.7,6.6,25.7,1.3,10.0,4.2,9.6,13.7,10.8,190,53.0,44.0,4.0,,,14.0,52.0,5.0,29.0,16.0,33.0,31.7,28.0,39.2,39.3,29.0,22.0,35.4,32.1,27.89,2318.94,23.16,2270.43,7.37,1027.93,27.37,1079.1,2.63,559.8,2.11,1013.0,,,,,15.26,750.14,8.42,571.69,Soybean Meal
2006-08-08,224073,128657,99698,1459,5604,862,15479,60281,3375,23673,9361,22192,28376,22700,42723,26581,30820,20,0,0,2090,3911,202,6904,3048,40,6886,4702,57.4,44.5,0.7,2.5,0.4,6.9,26.9,1.5,10.6,4.2,9.9,12.7,10.1,194,57.0,42.0,4.0,4.0,,15.0,54.0,6.0,29.0,17.0,32.0,32.8,27.8,40.5,38.3,29.8,20.9,36.5,31.3,29.38,2257.14,21.65,2373.76,7.73,1031.93,27.84,1116.31,3.09,562.5,2.06,364.75,2.06,1401.0,,,14.95,816.31,8.76,550.65,Soybean Meal
2006-08-15,230599,129665,100020,1449,7002,864,14110,60616,4320,24460,8636,26926,28805,22215,37472,22660,28654,5,0,0,2175,4090,0,7219,1658,0,5413,3070,56.2,43.4,0.6,3.0,0.4,6.1,26.3,1.9,10.6,3.7,11.7,12.5,9.6,194,50.0,37.0,4.0,4.0,,17.0,49.0,6.0,29.0,15.0,35.0,32.1,27.0,40.0,37.9,28.9,20.4,35.4,30.4,25.77,2593.3,19.07,2703.24,8.76,830.0,25.26,1237.06,3.09,720.0,2.06,362.25,2.06,1750.5,,,14.95,843.45,7.73,575.73,Soybean Meal
