Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,176555,27396,96929,71830,972,4438,23223,42991,4937,15827,3684,8858,20046,13746,48716,14692,18769,12226,154,0,6486,20748,22,5693,4533,215,9382,4275,15.5,54.9,40.7,0.6,2.5,13.2,24.3,2.8,9.0,2.1,5.0,11.4,7.8,257,54.0,44.0,14.0,4.0,4.0,35.0,58.0,15.0,53.0,16.0,47.0,25.3,33.1,37.1,43.6,25.3,28.8,37.0,37.8,21.01,507.33,17.12,2202.93,13.62,663.51,22.57,741.22,5.84,329.13,5.45,5130.71,1.56,243.0,1.56,1109.5,20.62,298.62,6.23,230.25,Cotton
2006-06-20,166340,24840,95301,71152,959,4473,22742,40224,2698,15353,3480,7296,17786,11909,25891,11947,16394,5967,0,0,1672,6080,0,1161,1779,0,5144,1638,14.9,57.3,42.8,0.6,2.7,13.7,24.2,1.6,9.2,2.1,4.4,10.7,7.2,240,50.0,43.0,14.0,,,32.0,55.0,13.0,50.0,16.0,40.0,26.8,34.4,39.7,45.8,26.8,30.8,39.3,40.7,20.83,496.8,17.92,2216.3,13.33,710.69,22.92,731.35,5.42,207.54,5.83,5082.29,,,,,20.83,307.06,6.67,217.5,Cotton
2006-06-27,159009,18505,79086,73330,1300,3765,21462,48654,2757,17165,4115,6703,15322,12629,612,412,265,128,0,0,0,0,0,0,36,0,72,311,11.6,49.7,46.1,0.8,2.4,13.5,30.6,1.7,10.8,2.6,4.2,9.6,7.9,242,44.0,38.0,15.0,4.0,4.0,22.0,72.0,11.0,48.0,14.0,35.0,29.0,30.2,42.2,40.8,29.0,28.1,42.2,37.5,18.18,420.57,15.7,2081.21,9.09,975.55,29.75,675.75,4.55,250.64,6.2,4888.67,1.65,325.0,1.65,941.25,19.83,357.6,5.79,293.93,Cotton
2006-07-03,160702,19375,77970,74104,1434,1058,21856,51966,2900,17903,4420,7425,16081,13529,157646,18502,75870,73702,1534,908,22056,51966,2532,17863,4813,6656,15427,13367,12.1,48.5,46.1,0.9,0.7,13.6,32.3,1.8,11.1,2.8,4.6,10.0,8.4,254,44.0,37.0,16.0,4.0,,26.0,77.0,13.0,50.0,13.0,39.0,28.7,29.8,41.9,40.0,28.7,27.3,41.9,36.3,17.32,440.34,14.57,2107.3,10.24,840.62,30.31,674.88,5.12,223.08,6.3,4631.5,1.57,358.5,,,19.69,358.06,5.12,340.0,Cotton
2006-07-11,161577,19612,74206,75056,1629,801,21535,54313,3316,16668,4873,8246,16343,14193,158446,18768,72006,74603,1729,651,21735,54313,2948,16656,5227,7566,15519,14006,12.1,45.9,46.5,1.0,0.5,13.3,33.6,2.1,10.3,3.0,5.1,10.1,8.8,267,45.0,36.0,16.0,5.0,,29.0,86.0,15.0,50.0,14.0,36.0,28.6,28.7,42.1,38.7,28.6,26.2,42.1,34.9,16.85,435.82,13.48,2061.28,10.86,742.59,32.21,631.55,5.62,221.07,5.99,4691.0,1.87,325.8,,,18.73,333.36,5.24,348.07,Cotton
2006-07-18,161267,20296,76495,74525,1559,869,21911,51755,3289,15011,5125,8673,16693,13502,157658,19252,74007,73879,1659,719,22061,51755,2921,15072,5478,7898,15856,13221,12.6,47.4,46.2,1.0,0.5,13.6,32.1,2.0,9.3,3.2,5.4,10.4,8.4,261,45.0,36.0,15.0,5.0,,33.0,76.0,15.0,50.0,16.0,38.0,28.2,29.8,41.8,39.6,28.2,27.0,41.8,35.7,17.24,451.02,13.79,2124.86,12.64,663.97,29.12,680.99,5.75,219.27,5.75,4968.33,1.92,311.8,,,19.16,300.22,6.13,320.31,Cotton
2006-07-25,161696,21800,81965,74221,1076,1051,21539,45977,3756,13254,4804,9681,16394,13386,157321,20696,78647,73156,1181,896,21597,45971,3480,13227,5313,8715,15554,13118,13.5,50.7,45.9,0.7,0.6,13.3,28.4,2.3,8.2,3.0,6.0,10.1,8.3,243,44.0,40.0,16.0,4.0,,29.0,63.0,15.0,42.0,18.0,37.0,27.8,31.2,41.4,41.1,27.8,28.0,41.4,36.7,18.11,495.45,16.46,2049.12,11.93,742.72,25.93,729.79,6.17,250.4,6.58,4638.81,1.65,269.0,,,17.28,315.57,7.41,266.89,Cotton
2006-08-01,164571,22556,88069,74357,950,1234,22624,42326,4494,12455,4844,9900,16951,12754,159526,21452,84103,72873,985,1199,22092,42326,4271,12444,5158,9081,16114,12403,13.7,53.5,45.2,0.6,0.7,13.7,25.7,2.7,7.6,2.9,6.0,10.3,7.7,249,45.0,40.0,17.0,,4.0,36.0,58.0,16.0,45.0,21.0,38.0,27.2,33.0,40.8,42.8,27.2,29.3,40.3,37.9,18.07,501.24,16.06,2201.72,14.46,628.44,23.29,729.76,6.43,280.88,6.83,4373.94,,,1.61,308.5,18.07,276.78,8.43,230.67,Cotton
2006-08-08,163582,21005,95243,74940,1191,1258,22870,34084,4989,10358,4742,10888,17274,11187,157457,19780,90053,73004,1214,1233,21452,34084,4989,10394,5064,10035,16570,10785,12.8,58.2,45.8,0.7,0.8,14.0,20.8,3.0,6.3,2.9,6.7,10.6,6.8,240,44.0,42.0,17.0,,,38.0,53.0,17.0,38.0,23.0,38.0,27.3,36.5,40.9,46.5,27.3,32.8,40.5,41.5,18.33,477.39,17.5,2267.69,15.83,601.84,22.08,643.09,7.08,293.47,7.08,4408.24,,,,,15.83,272.58,9.58,206.17,Cotton
2006-08-15,166261,23009,94726,74496,1343,1180,22791,34453,5323,11797,4865,11601,16064,12770,158466,21879,87952,72189,1366,1154,20525,34553,5223,11379,5000,10885,15232,12333,13.8,57.0,44.8,0.8,0.7,13.7,20.7,3.2,7.1,2.9,7.0,9.7,7.7,243,45.0,40.0,16.0,4.0,,27.0,59.0,16.0,44.0,24.0,42.0,26.8,36.0,41.0,45.7,26.8,31.5,39.7,40.0,18.52,511.31,16.46,2368.15,11.11,844.11,24.28,583.95,6.58,332.69,6.58,4656.0,1.65,335.75,,,18.11,268.11,9.88,202.71,Cotton
