Date,TotalOI,PMPUL_OI,PMPUS_OI,SDL_OI,SDS_OI,SDD_OI,MML_OI,MMS_OI,MMD_OI,ORL_OI,ORS_OI,ORD_OI,NRL_OI,NRS_OI,TotalOI_Old,PMPUL_Old,PMPUS_Old,SDL_Old,SDS_Old,SDD_Old,MML_Old,MMS_Old,MMD_Old,ORL_Old,ORS_Old,ORD_Old,NRL_Old,NRS_Old,PMPUL_Concentration,PMPUS_Concentration,SDL_Concentration,SDS_Concentration,SDD_Concentration,MML_Concentration,MMS_Concentration,MMD_Concentration,ORL_Concentration,ORS_Concentration,ORD_Concentration,NRL_Concentration,NRS_Concentration,TotalT,PMPUL_T,PMPUS_T,SDL_T,SDS_T,SDD_T,MML_T,MMS_T,MMD_T,ORL_T,ORS_T,ORD_T,Gross_Long_Top4,Gross_Short_Top4,Gross_Long_Top8,Gross_Short_Top8,Net_Long_Top4,Net_Short_Top4,Net_Long_Top8,Net_Short_Top8,PMPUL_Clustering,PMPUL_PosSize,PMPUS_Clustering,PMPUS_PosSize,MML_Clustering,MML_PosSize,MMS_Clustering,MMS_PosSize,MMD_Clustering,MMD_PosSize,SDL_Clustering,SDL_PosSize,SDS_Clustering,SDS_PosSize,SDD_Clustering,SDD_PosSize,ORL_Clustering,ORL_PosSize,ORS_Clustering,ORS_PosSize,Name
2006-06-13,244033,37298,98660,74109,1775,4201,46290,21517,28352,8241,10630,18993,26549,59905,244033,37298,98660,74109,1775,4201,46290,21517,28352,8241,10630,18993,26549,59905,15.3,40.4,30.4,0.7,1.7,19.0,8.8,11.6,3.4,4.4,7.8,10.9,24.5,302,66.0,131.0,13.0,4.0,,49.0,38.0,33.0,16.0,32.0,39.0,22.4,12.1,36.1,20.6,20.9,8.9,31.1,14.0,21.85,565.12,43.38,753.13,16.23,944.69,12.58,566.24,10.93,859.15,4.3,5700.69,1.32,443.75,,,5.3,515.06,10.6,332.19,Cattle (Feeder)
2006-06-20,222638,34087,100235,74400,1916,5425,41606,12926,23684,8233,11119,15818,19385,51515,222638,34087,100235,74400,1916,5425,41606,12926,23684,8233,11119,15818,19385,51515,15.3,45.0,33.4,0.9,2.4,18.7,5.8,10.6,3.7,5.0,7.1,8.7,23.1,274,62.0,130.0,14.0,,4.0,52.0,26.0,25.0,17.0,22.0,27.0,24.9,12.7,39.5,21.8,22.9,9.2,34.0,14.8,22.63,549.79,47.45,771.04,18.98,800.12,9.49,497.15,9.12,947.36,5.11,5314.29,,,1.46,1356.25,6.2,484.29,8.03,505.41,Cattle (Feeder)
2006-06-27,227067,30992,100037,74358,2099,5754,42766,9672,25232,7904,12220,19344,20717,52709,227067,30992,100037,74358,2099,5754,42766,9672,25232,7904,12220,19344,20717,52709,13.6,44.1,32.7,0.9,2.5,18.8,4.3,11.1,3.5,5.4,8.5,9.1,23.2,275,62.0,131.0,14.0,,4.0,55.0,25.0,28.0,11.0,25.0,25.0,24.0,12.2,38.2,20.5,22.4,8.7,33.1,14.2,22.55,499.87,47.64,763.64,20.0,777.56,9.09,386.88,10.18,901.14,5.09,5311.29,,,1.45,1438.5,4.0,718.55,9.09,488.8,Cattle (Feeder)
2006-07-03,223722,30601,105766,74725,2057,1806,47010,6555,24796,8622,11675,16245,19917,54822,223722,30601,105766,74725,2057,1806,47010,6555,24796,8622,11675,16245,19917,54822,13.7,47.3,33.4,0.9,0.8,21.0,2.9,11.1,3.9,5.2,7.3,8.9,24.5,285,63.0,135.0,14.0,,4.0,61.0,17.0,32.0,12.0,26.0,32.0,23.1,11.7,35.7,20.0,23.1,9.2,33.6,15.1,22.11,485.73,47.37,783.45,21.4,770.66,5.96,385.59,11.23,774.88,4.91,5337.5,,,1.4,451.5,4.21,718.5,9.12,449.04,Cattle (Feeder)
2006-07-11,233082,38728,112397,75880,1962,1456,46678,6813,25565,7130,12586,15690,21955,56613,233082,38728,112397,75880,1962,1456,46678,6813,25565,7130,12586,15690,21955,56613,16.6,48.2,32.6,0.8,0.6,20.0,2.9,11.0,3.1,5.4,6.7,9.4,24.3,298,68.0,140.0,14.0,,,61.0,16.0,31.0,15.0,27.0,38.0,22.5,10.4,33.8,18.2,22.5,8.1,32.7,13.7,22.82,569.53,46.98,802.84,20.47,765.21,5.37,425.81,10.4,824.68,4.7,5420.0,,,,,5.03,475.33,9.06,466.15,Cattle (Feeder)
2006-07-18,232171,34739,105032,75446,1881,1512,44693,6962,27256,6254,14183,19406,22865,55939,232171,34739,105032,75446,1881,1512,44693,6962,27256,6254,14183,19406,22865,55939,15.0,45.2,32.5,0.8,0.7,19.3,3.0,11.7,2.7,6.1,8.4,9.8,24.1,303,62.0,138.0,14.0,,,58.0,15.0,43.0,15.0,32.0,39.0,22.2,10.0,33.9,16.9,22.2,7.9,32.5,13.6,20.46,560.31,45.54,761.1,19.14,770.57,4.95,464.13,14.19,633.86,4.62,5389.0,,,,,4.95,416.93,10.56,443.22,Cattle (Feeder)
2006-07-25,234577,35046,105831,76402,1758,1713,41900,7787,28461,6018,13764,20207,24830,55056,234577,35046,105831,76402,1758,1713,41900,7787,28461,6018,13764,20207,24830,55056,14.9,45.1,32.6,0.7,0.7,17.9,3.3,12.1,2.6,5.9,8.6,10.6,23.5,301,67.0,134.0,14.0,,4.0,53.0,16.0,45.0,13.0,29.0,43.0,22.4,9.2,33.5,16.9,22.3,7.6,32.7,13.3,22.26,523.07,44.52,789.78,17.61,790.57,5.32,486.69,14.95,632.47,4.65,5457.29,,,1.33,428.25,4.32,462.92,9.63,474.62,Cattle (Feeder)
2006-08-01,233026,34272,104136,76886,1932,1364,38422,8449,30290,7265,10690,19031,25496,57134,233026,34272,104136,76886,1932,1364,38422,8449,30290,7265,10690,19031,25496,57134,14.7,44.7,33.0,0.8,0.6,16.5,3.6,13.0,3.1,4.6,8.2,10.9,24.5,311,73.0,140.0,14.0,,4.0,55.0,18.0,45.0,14.0,28.0,49.0,22.9,8.9,33.7,16.2,22.9,8.3,33.3,14.1,23.47,469.48,45.02,743.83,17.68,698.58,5.79,469.39,14.47,673.11,4.5,5491.86,,,1.29,341.0,4.5,518.93,9.0,381.79,Cattle (Feeder)
2006-08-08,233053,34312,108915,76056,2042,1263,42777,8621,25351,7744,9845,18436,27114,58580,233053,34312,108915,76056,2042,1263,42777,8621,25351,7744,9845,18436,27114,58580,14.7,46.7,32.6,0.9,0.5,18.4,3.7,10.9,3.3,4.2,7.9,11.6,25.1,321,75.0,139.0,14.0,,,57.0,22.0,40.0,20.0,30.0,54.0,22.6,11.0,33.3,17.9,22.6,10.2,32.9,15.9,23.36,457.49,43.3,783.56,17.76,750.47,6.85,391.86,12.46,633.77,4.36,5432.57,,,,,6.23,387.2,9.35,328.17,Cattle (Feeder)
2006-08-15,203496,19617,93291,75534,1985,1219,43585,7326,19515,5929,12161,14762,23335,53237,203496,19617,93291,75534,1985,1219,43585,7326,19515,5929,12161,14762,23335,53237,9.6,45.8,37.1,1.0,0.6,21.4,3.6,9.6,2.9,6.0,7.3,11.5,26.2,305,62.0,132.0,14.0,,,60.0,23.0,32.0,16.0,30.0,42.0,25.7,12.5,37.8,20.6,25.7,11.6,37.4,17.6,20.33,316.4,43.28,706.75,19.67,726.42,7.54,318.52,10.49,609.84,4.59,5395.29,,,,,5.25,370.56,9.84,405.37,Cattle (Feeder)
